RosterCode,Date,StartDate,EndDate,Tickets,TicketsPrev,Persons
10,2021-11-05 00:00:00.000,2021-11-05 14:00:00.000,2021-11-05 15:00:00.000,142,92,4
10,2021-11-05 00:00:00.000,2021-11-05 15:00:00.000,2021-11-05 16:00:00.000,88,59,3
10,2021-11-05 00:00:00.000,2021-11-05 16:00:00.000,2021-11-05 17:00:00.000,64,54,3
10,2021-11-05 00:00:00.000,2021-11-05 17:00:00.000,2021-11-05 18:00:00.000,69,57,3
10,2021-11-05 00:00:00.000,2021-11-05 18:00:00.000,2021-11-05 19:00:00.000,74,83,4
10,2021-11-05 00:00:00.000,2021-11-05 19:00:00.000,2021-11-05 20:00:00.000,111,98,4
10,2021-11-05 00:00:00.000,2021-11-05 20:00:00.000,2021-11-05 21:00:00.000,113,102,4
10,2021-11-05 00:00:00.000,2021-11-05 21:00:00.000,2021-11-05 22:00:00.000,33,26,2
10,2021-11-06 00:00:00.000,2021-11-06 09:00:00.000,2021-11-06 10:00:00.000,71,50,3
10,2021-11-06 00:00:00.000,2021-11-06 10:00:00.000,2021-11-06 11:00:00.000,83,74,4
10,2021-11-06 00:00:00.000,2021-11-06 11:00:00.000,2021-11-06 12:00:00.000,143,123,4
10,2021-11-06 00:00:00.000,2021-11-06 12:00:00.000,2021-11-06 13:00:00.000,169,142,4
10,2021-11-06 00:00:00.000,2021-11-06 13:00:00.000,2021-11-06 14:00:00.000,170,167,4
10,2021-11-06 00:00:00.000,2021-11-06 14:00:00.000,2021-11-06 15:00:00.000,137,136,4
10,2021-11-06 00:00:00.000,2021-11-06 15:00:00.000,2021-11-06 16:00:00.000,101,81,4
10,2021-11-06 00:00:00.000,2021-11-06 16:00:00.000,2021-11-06 17:00:00.000,61,56,3
10,2021-11-06 00:00:00.000,2021-11-06 17:00:00.000,2021-11-06 18:00:00.000,67,67,3
10,2021-11-06 00:00:00.000,2021-11-06 18:00:00.000,2021-11-06 19:00:00.000,89,92,4
10,2021-11-06 00:00:00.000,2021-11-06 19:00:00.000,2021-11-06 20:00:00.000,102,104,4
10,2021-11-06 00:00:00.000,2021-11-06 20:00:00.000,2021-11-06 21:00:00.000,108,104,4
10,2021-11-06 00:00:00.000,2021-11-06 21:00:00.000,2021-11-06 22:00:00.000,60,35,3
10,2021-11-07 00:00:00.000,2021-11-07 09:00:00.000,2021-11-07 10:00:00.000,24,27,0
10,2021-11-07 00:00:00.000,2021-11-07 10:00:00.000,2021-11-07 11:00:00.000,45,61,0
10,2021-11-07 00:00:00.000,2021-11-07 11:00:00.000,2021-11-07 12:00:00.000,54,73,0
10,2021-11-07 00:00:00.000,2021-11-07 12:00:00.000,2021-11-07 13:00:00.000,86,94,0
10,2021-11-07 00:00:00.000,2021-11-07 13:00:00.000,2021-11-07 14:00:00.000,94,107,0
10,2021-11-07 00:00:00.000,2021-11-07 14:00:00.000,2021-11-07 15:00:00.000,33,46,0
10,2021-11-08 00:00:00.000,2021-11-08 08:00:00.000,2021-11-08 09:00:00.000,2,0,0
10,2021-11-08 00:00:00.000,2021-11-08 09:00:00.000,2021-11-08 10:00:00.000,91,68,3
10,2021-11-08 00:00:00.000,2021-11-08 10:00:00.000,2021-11-08 11:00:00.000,93,81,4
10,2021-11-08 00:00:00.000,2021-11-08 11:00:00.000,2021-11-08 12:00:00.000,147,117,4
10,2021-11-08 00:00:00.000,2021-11-08 12:00:00.000,2021-11-08 13:00:00.000,165,125,4
10,2021-11-08 00:00:00.000,2021-11-08 13:00:00.000,2021-11-08 14:00:00.000,177,148,4
10,2021-11-08 00:00:00.000,2021-11-08 14:00:00.000,2021-11-08 15:00:00.000,159,111,4
10,2021-11-08 00:00:00.000,2021-11-08 15:00:00.000,2021-11-08 16:00:00.000,85,66,3
10,2021-11-08 00:00:00.000,2021-11-08 16:00:00.000,2021-11-08 17:00:00.000,69,50,2
10,2021-11-08 00:00:00.000,2021-11-08 17:00:00.000,2021-11-08 18:00:00.000,87,61,3
10,2021-11-08 00:00:00.000,2021-11-08 18:00:00.000,2021-11-08 19:00:00.000,108,97,4
10,2021-11-08 00:00:00.000,2021-11-08 19:00:00.000,2021-11-08 20:00:00.000,125,118,4
10,2021-11-08 00:00:00.000,2021-11-08 20:00:00.000,2021-11-08 21:00:00.000,120,107,4
10,2021-11-08 00:00:00.000,2021-11-08 21:00:00.000,2021-11-08 22:00:00.000,35,37,4
10,2021-11-09 00:00:00.000,2021-11-09 09:00:00.000,2021-11-09 10:00:00.000,72,76,3
10,2021-11-09 00:00:00.000,2021-11-09 10:00:00.000,2021-11-09 11:00:00.000,81,80,3
10,2021-11-09 00:00:00.000,2021-11-09 11:00:00.000,2021-11-09 12:00:00.000,151,126,4
10,2021-11-09 00:00:00.000,2021-11-09 12:00:00.000,2021-11-09 13:00:00.000,169,133,4
10,2021-11-09 00:00:00.000,2021-11-09 13:00:00.000,2021-11-09 14:00:00.000,162,155,4
10,2021-11-09 00:00:00.000,2021-11-09 14:00:00.000,2021-11-09 15:00:00.000,136,124,4
10,2021-11-09 00:00:00.000,2021-11-09 15:00:00.000,2021-11-09 16:00:00.000,79,70,3
10,2021-11-09 00:00:00.000,2021-11-09 16:00:00.000,2021-11-09 17:00:00.000,77,51,2
10,2021-11-09 00:00:00.000,2021-11-09 17:00:00.000,2021-11-09 18:00:00.000,56,56,2
10,2021-11-09 00:00:00.000,2021-11-09 18:00:00.000,2021-11-09 19:00:00.000,88,81,3
10,2021-11-09 00:00:00.000,2021-11-09 19:00:00.000,2021-11-09 20:00:00.000,105,104,4
10,2021-11-09 00:00:00.000,2021-11-09 20:00:00.000,2021-11-09 21:00:00.000,86,104,4
10,2021-11-09 00:00:00.000,2021-11-09 21:00:00.000,2021-11-09 22:00:00.000,37,33,3
10,2021-11-10 00:00:00.000,2021-11-10 08:00:00.000,2021-11-10 09:00:00.000,1,0,0
10,2021-11-10 00:00:00.000,2021-11-10 09:00:00.000,2021-11-10 10:00:00.000,85,62,2
10,2021-11-10 00:00:00.000,2021-11-10 10:00:00.000,2021-11-10 11:00:00.000,74,78,3
10,2021-11-10 00:00:00.000,2021-11-10 11:00:00.000,2021-11-10 12:00:00.000,150,124,4
10,2021-11-10 00:00:00.000,2021-11-10 12:00:00.000,2021-11-10 13:00:00.000,174,126,4
10,2021-11-10 00:00:00.000,2021-11-10 13:00:00.000,2021-11-10 14:00:00.000,175,152,4
10,2021-11-10 00:00:00.000,2021-11-10 14:00:00.000,2021-11-10 15:00:00.000,145,122,4
10,2021-11-10 00:00:00.000,2021-11-10 15:00:00.000,2021-11-10 16:00:00.000,79,62,2
10,2021-11-10 00:00:00.000,2021-11-10 16:00:00.000,2021-11-10 17:00:00.000,51,53,2
10,2021-11-10 00:00:00.000,2021-11-10 17:00:00.000,2021-11-10 18:00:00.000,77,63,2
10,2021-11-10 00:00:00.000,2021-11-10 18:00:00.000,2021-11-10 19:00:00.000,92,82,4
10,2021-11-10 00:00:00.000,2021-11-10 19:00:00.000,2021-11-10 20:00:00.000,114,105,4
10,2021-11-10 00:00:00.000,2021-11-10 20:00:00.000,2021-11-10 21:00:00.000,122,110,4
10,2021-11-10 00:00:00.000,2021-11-10 21:00:00.000,2021-11-10 22:00:00.000,40,29,2
10,2021-11-11 00:00:00.000,2021-11-11 08:00:00.000,2021-11-11 09:00:00.000,1,0,0
10,2021-11-11 00:00:00.000,2021-11-11 09:00:00.000,2021-11-11 10:00:00.000,73,70,3
10,2021-11-11 00:00:00.000,2021-11-11 10:00:00.000,2021-11-11 11:00:00.000,84,80,4
10,2021-11-11 00:00:00.000,2021-11-11 11:00:00.000,2021-11-11 12:00:00.000,147,116,4
10,2021-11-11 00:00:00.000,2021-11-11 12:00:00.000,2021-11-11 13:00:00.000,148,124,4
10,2021-11-11 00:00:00.000,2021-11-11 13:00:00.000,2021-11-11 14:00:00.000,160,139,4
10,2021-11-11 00:00:00.000,2021-11-11 14:00:00.000,2021-11-11 15:00:00.000,122,135,4
10,2021-11-11 00:00:00.000,2021-11-11 15:00:00.000,2021-11-11 16:00:00.000,99,63,2
10,2021-11-11 00:00:00.000,2021-11-11 16:00:00.000,2021-11-11 17:00:00.000,54,48,2
10,2021-11-11 00:00:00.000,2021-11-11 17:00:00.000,2021-11-11 18:00:00.000,73,61,3
10,2021-11-11 00:00:00.000,2021-11-11 18:00:00.000,2021-11-11 19:00:00.000,104,79,4
10,2021-11-11 00:00:00.000,2021-11-11 19:00:00.000,2021-11-11 20:00:00.000,100,111,4
10,2021-11-11 00:00:00.000,2021-11-11 20:00:00.000,2021-11-11 21:00:00.000,112,111,4
10,2021-11-11 00:00:00.000,2021-11-11 21:00:00.000,2021-11-11 22:00:00.000,36,29,2
10,2021-11-12 00:00:00.000,2021-11-12 08:00:00.000,2021-11-12 09:00:00.000,1,0,0
10,2021-11-12 00:00:00.000,2021-11-12 09:00:00.000,2021-11-12 10:00:00.000,89,69,3
10,2021-11-12 00:00:00.000,2021-11-12 10:00:00.000,2021-11-12 11:00:00.000,97,80,4
10,2021-11-12 00:00:00.000,2021-11-12 11:00:00.000,2021-11-12 12:00:00.000,139,114,4
10,2021-11-12 00:00:00.000,2021-11-12 12:00:00.000,2021-11-12 13:00:00.000,166,137,4
10,2021-11-12 00:00:00.000,2021-11-12 13:00:00.000,2021-11-12 14:00:00.000,141,153,4
10,2021-11-12 00:00:00.000,2021-11-12 14:00:00.000,2021-11-12 15:00:00.000,151,123,4
10,2021-11-12 00:00:00.000,2021-11-12 15:00:00.000,2021-11-12 16:00:00.000,96,64,3
10,2021-11-12 00:00:00.000,2021-11-12 16:00:00.000,2021-11-12 17:00:00.000,72,49,2
10,2021-11-12 00:00:00.000,2021-11-12 17:00:00.000,2021-11-12 18:00:00.000,83,59,3
10,2021-11-12 00:00:00.000,2021-11-12 18:00:00.000,2021-11-12 19:00:00.000,103,82,4
10,2021-11-12 00:00:00.000,2021-11-12 19:00:00.000,2021-11-12 20:00:00.000,109,106,4
10,2021-11-12 00:00:00.000,2021-11-12 20:00:00.000,2021-11-12 21:00:00.000,92,117,4
10,2021-11-12 00:00:00.000,2021-11-12 21:00:00.000,2021-11-12 22:00:00.000,62,36,3
10,2021-11-13 00:00:00.000,2021-11-13 09:00:00.000,2021-11-13 10:00:00.000,69,49,3
10,2021-11-13 00:00:00.000,2021-11-13 10:00:00.000,2021-11-13 11:00:00.000,86,74,3
10,2021-11-13 00:00:00.000,2021-11-13 11:00:00.000,2021-11-13 12:00:00.000,128,116,4
10,2021-11-13 00:00:00.000,2021-11-13 12:00:00.000,2021-11-13 13:00:00.000,168,145,4
10,2021-11-13 00:00:00.000,2021-11-13 13:00:00.000,2021-11-13 14:00:00.000,177,154,4
10,2021-11-13 00:00:00.000,2021-11-13 14:00:00.000,2021-11-13 15:00:00.000,128,129,4
10,2021-11-13 00:00:00.000,2021-11-13 15:00:00.000,2021-11-13 16:00:00.000,78,73,4
10,2021-11-13 00:00:00.000,2021-11-13 16:00:00.000,2021-11-13 17:00:00.000,64,56,3
10,2021-11-13 00:00:00.000,2021-11-13 17:00:00.000,2021-11-13 18:00:00.000,68,53,3
10,2021-11-13 00:00:00.000,2021-11-13 18:00:00.000,2021-11-13 19:00:00.000,111,82,4
10,2021-11-13 00:00:00.000,2021-11-13 19:00:00.000,2021-11-13 20:00:00.000,122,90,4
10,2021-11-13 00:00:00.000,2021-11-13 20:00:00.000,2021-11-13 21:00:00.000,131,110,4
10,2021-11-13 00:00:00.000,2021-11-13 21:00:00.000,2021-11-13 22:00:00.000,50,37,3
10,2021-11-14 00:00:00.000,2021-11-14 09:00:00.000,2021-11-14 10:00:00.000,28,27,0
10,2021-11-14 00:00:00.000,2021-11-14 10:00:00.000,2021-11-14 11:00:00.000,48,55,0
10,2021-11-14 00:00:00.000,2021-11-14 11:00:00.000,2021-11-14 12:00:00.000,56,77,0
10,2021-11-14 00:00:00.000,2021-11-14 12:00:00.000,2021-11-14 13:00:00.000,91,92,0
10,2021-11-14 00:00:00.000,2021-11-14 13:00:00.000,2021-11-14 14:00:00.000,94,108,0
10,2021-11-14 00:00:00.000,2021-11-14 14:00:00.000,2021-11-14 15:00:00.000,35,49,0
10,2021-11-15 00:00:00.000,2021-11-15 09:00:00.000,2021-11-15 10:00:00.000,93,64,3
10,2021-11-15 00:00:00.000,2021-11-15 10:00:00.000,2021-11-15 11:00:00.000,77,87,3
10,2021-11-15 00:00:00.000,2021-11-15 11:00:00.000,2021-11-15 12:00:00.000,158,118,4
10,2021-11-15 00:00:00.000,2021-11-15 12:00:00.000,2021-11-15 13:00:00.000,163,135,4
10,2021-11-15 00:00:00.000,2021-11-15 13:00:00.000,2021-11-15 14:00:00.000,169,151,4
10,2021-11-15 00:00:00.000,2021-11-15 14:00:00.000,2021-11-15 15:00:00.000,139,119,4
10,2021-11-15 00:00:00.000,2021-11-15 15:00:00.000,2021-11-15 16:00:00.000,87,67,3
10,2021-11-15 00:00:00.000,2021-11-15 16:00:00.000,2021-11-15 17:00:00.000,45,54,2
10,2021-11-15 00:00:00.000,2021-11-15 17:00:00.000,2021-11-15 18:00:00.000,75,57,3
10,2021-11-15 00:00:00.000,2021-11-15 18:00:00.000,2021-11-15 19:00:00.000,92,91,4
10,2021-11-15 00:00:00.000,2021-11-15 19:00:00.000,2021-11-15 20:00:00.000,124,127,4
10,2021-11-15 00:00:00.000,2021-11-15 20:00:00.000,2021-11-15 21:00:00.000,127,120,4
10,2021-11-15 00:00:00.000,2021-11-15 21:00:00.000,2021-11-15 22:00:00.000,35,32,2
10,2021-11-16 00:00:00.000,2021-11-16 09:00:00.000,2021-11-16 10:00:00.000,77,67,3
10,2021-11-16 00:00:00.000,2021-11-16 10:00:00.000,2021-11-16 11:00:00.000,102,79,3
10,2021-11-16 00:00:00.000,2021-11-16 11:00:00.000,2021-11-16 12:00:00.000,165,126,4
10,2021-11-16 00:00:00.000,2021-11-16 12:00:00.000,2021-11-16 13:00:00.000,152,128,4
10,2021-11-16 00:00:00.000,2021-11-16 13:00:00.000,2021-11-16 14:00:00.000,158,149,4
10,2021-11-16 00:00:00.000,2021-11-16 14:00:00.000,2021-11-16 15:00:00.000,141,122,4
10,2021-11-16 00:00:00.000,2021-11-16 15:00:00.000,2021-11-16 16:00:00.000,95,65,2
10,2021-11-16 00:00:00.000,2021-11-16 16:00:00.000,2021-11-16 17:00:00.000,73,51,2
10,2021-11-16 00:00:00.000,2021-11-16 17:00:00.000,2021-11-16 18:00:00.000,85,67,3
10,2021-11-16 00:00:00.000,2021-11-16 18:00:00.000,2021-11-16 19:00:00.000,96,93,4
10,2021-11-16 00:00:00.000,2021-11-16 19:00:00.000,2021-11-16 20:00:00.000,127,108,4
10,2021-11-16 00:00:00.000,2021-11-16 20:00:00.000,2021-11-16 21:00:00.000,97,115,4
10,2021-11-16 00:00:00.000,2021-11-16 21:00:00.000,2021-11-16 22:00:00.000,42,35,3
10,2021-11-17 00:00:00.000,2021-11-17 09:00:00.000,2021-11-17 10:00:00.000,87,63,2
10,2021-11-17 00:00:00.000,2021-11-17 10:00:00.000,2021-11-17 11:00:00.000,99,76,3
10,2021-11-17 00:00:00.000,2021-11-17 11:00:00.000,2021-11-17 12:00:00.000,145,114,4
10,2021-11-17 00:00:00.000,2021-11-17 12:00:00.000,2021-11-17 13:00:00.000,147,123,4
10,2021-11-17 00:00:00.000,2021-11-17 13:00:00.000,2021-11-17 14:00:00.000,163,148,4
10,2021-11-17 00:00:00.000,2021-11-17 14:00:00.000,2021-11-17 15:00:00.000,147,117,4
10,2021-11-17 00:00:00.000,2021-11-17 15:00:00.000,2021-11-17 16:00:00.000,77,63,2
10,2021-11-17 00:00:00.000,2021-11-17 16:00:00.000,2021-11-17 17:00:00.000,55,51,2
10,2021-11-17 00:00:00.000,2021-11-17 17:00:00.000,2021-11-17 18:00:00.000,69,62,3
10,2021-11-17 00:00:00.000,2021-11-17 18:00:00.000,2021-11-17 19:00:00.000,95,88,4
10,2021-11-17 00:00:00.000,2021-11-17 19:00:00.000,2021-11-17 20:00:00.000,115,105,4
10,2021-11-17 00:00:00.000,2021-11-17 20:00:00.000,2021-11-17 21:00:00.000,130,111,4
10,2021-11-17 00:00:00.000,2021-11-17 21:00:00.000,2021-11-17 22:00:00.000,33,26,2
10,2021-11-18 00:00:00.000,2021-11-18 08:00:00.000,2021-11-18 09:00:00.000,1,0,0
10,2021-11-18 00:00:00.000,2021-11-18 09:00:00.000,2021-11-18 10:00:00.000,84,71,3
10,2021-11-18 00:00:00.000,2021-11-18 10:00:00.000,2021-11-18 11:00:00.000,85,89,4
10,2021-11-18 00:00:00.000,2021-11-18 11:00:00.000,2021-11-18 12:00:00.000,154,110,4
10,2021-11-18 00:00:00.000,2021-11-18 12:00:00.000,2021-11-18 13:00:00.000,126,129,4
10,2021-11-18 00:00:00.000,2021-11-18 13:00:00.000,2021-11-18 14:00:00.000,151,141,4
10,2021-11-18 00:00:00.000,2021-11-18 14:00:00.000,2021-11-18 15:00:00.000,139,117,4
10,2021-11-18 00:00:00.000,2021-11-18 15:00:00.000,2021-11-18 16:00:00.000,89,65,3
10,2021-11-18 00:00:00.000,2021-11-18 16:00:00.000,2021-11-18 17:00:00.000,83,52,2
10,2021-11-18 00:00:00.000,2021-11-18 17:00:00.000,2021-11-18 18:00:00.000,71,61,2
10,2021-11-18 00:00:00.000,2021-11-18 18:00:00.000,2021-11-18 19:00:00.000,95,88,4
10,2021-11-18 00:00:00.000,2021-11-18 19:00:00.000,2021-11-18 20:00:00.000,122,120,4
10,2021-11-18 00:00:00.000,2021-11-18 20:00:00.000,2021-11-18 21:00:00.000,108,106,4
10,2021-11-18 00:00:00.000,2021-11-18 21:00:00.000,2021-11-18 22:00:00.000,36,25,2
10,2021-11-19 00:00:00.000,2021-11-19 09:00:00.000,2021-11-19 10:00:00.000,89,68,3
10,2021-11-19 00:00:00.000,2021-11-19 10:00:00.000,2021-11-19 11:00:00.000,110,75,3
10,2021-11-19 00:00:00.000,2021-11-19 11:00:00.000,2021-11-19 12:00:00.000,125,115,4
10,2021-11-19 00:00:00.000,2021-11-19 12:00:00.000,2021-11-19 13:00:00.000,170,132,4
10,2021-11-19 00:00:00.000,2021-11-19 13:00:00.000,2021-11-19 14:00:00.000,194,150,4
10,2021-11-19 00:00:00.000,2021-11-19 14:00:00.000,2021-11-19 15:00:00.000,133,121,4
10,2021-11-19 00:00:00.000,2021-11-19 15:00:00.000,2021-11-19 16:00:00.000,78,75,3
10,2021-11-19 00:00:00.000,2021-11-19 16:00:00.000,2021-11-19 17:00:00.000,65,52,3
10,2021-11-19 00:00:00.000,2021-11-19 17:00:00.000,2021-11-19 18:00:00.000,66,64,3
10,2021-11-19 00:00:00.000,2021-11-19 18:00:00.000,2021-11-19 19:00:00.000,114,86,4
10,2021-11-19 00:00:00.000,2021-11-19 19:00:00.000,2021-11-19 20:00:00.000,112,114,4
10,2021-11-19 00:00:00.000,2021-11-19 20:00:00.000,2021-11-19 21:00:00.000,102,113,4
10,2021-11-19 00:00:00.000,2021-11-19 21:00:00.000,2021-11-19 22:00:00.000,43,30,2
10,2021-11-20 00:00:00.000,2021-11-20 09:00:00.000,2021-11-20 10:00:00.000,65,51,2
10,2021-11-20 00:00:00.000,2021-11-20 10:00:00.000,2021-11-20 11:00:00.000,97,76,3
10,2021-11-20 00:00:00.000,2021-11-20 11:00:00.000,2021-11-20 12:00:00.000,130,104,4
10,2021-11-20 00:00:00.000,2021-11-20 12:00:00.000,2021-11-20 13:00:00.000,155,140,4
10,2021-11-20 00:00:00.000,2021-11-20 13:00:00.000,2021-11-20 14:00:00.000,173,149,4
10,2021-11-20 00:00:00.000,2021-11-20 14:00:00.000,2021-11-20 15:00:00.000,141,129,4
10,2021-11-20 00:00:00.000,2021-11-20 15:00:00.000,2021-11-20 16:00:00.000,86,74,3
10,2021-11-20 00:00:00.000,2021-11-20 16:00:00.000,2021-11-20 17:00:00.000,62,54,3
10,2021-11-20 00:00:00.000,2021-11-20 17:00:00.000,2021-11-20 18:00:00.000,49,57,2
10,2021-11-20 00:00:00.000,2021-11-20 18:00:00.000,2021-11-20 19:00:00.000,110,82,3
10,2021-11-20 00:00:00.000,2021-11-20 19:00:00.000,2021-11-20 20:00:00.000,120,97,4
10,2021-11-20 00:00:00.000,2021-11-20 20:00:00.000,2021-11-20 21:00:00.000,105,102,4
10,2021-11-20 00:00:00.000,2021-11-20 21:00:00.000,2021-11-20 22:00:00.000,29,33,2
10,2021-11-21 00:00:00.000,2021-11-21 09:00:00.000,2021-11-21 10:00:00.000,24,26,0
10,2021-11-21 00:00:00.000,2021-11-21 10:00:00.000,2021-11-21 11:00:00.000,58,52,0
10,2021-11-21 00:00:00.000,2021-11-21 11:00:00.000,2021-11-21 12:00:00.000,55,71,0
10,2021-11-21 00:00:00.000,2021-11-21 12:00:00.000,2021-11-21 13:00:00.000,95,99,0
10,2021-11-21 00:00:00.000,2021-11-21 13:00:00.000,2021-11-21 14:00:00.000,87,105,0
10,2021-11-21 00:00:00.000,2021-11-21 14:00:00.000,2021-11-21 15:00:00.000,26,42,0
10,2021-11-22 00:00:00.000,2021-11-22 09:00:00.000,2021-11-22 10:00:00.000,81,57,2
10,2021-11-22 00:00:00.000,2021-11-22 10:00:00.000,2021-11-22 11:00:00.000,82,67,2
10,2021-11-22 00:00:00.000,2021-11-22 11:00:00.000,2021-11-22 12:00:00.000,146,101,3
10,2021-11-22 00:00:00.000,2021-11-22 12:00:00.000,2021-11-22 13:00:00.000,148,101,4
10,2021-11-22 00:00:00.000,2021-11-22 13:00:00.000,2021-11-22 14:00:00.000,175,134,4
10,2021-11-22 00:00:00.000,2021-11-22 14:00:00.000,2021-11-22 15:00:00.000,117,115,3
10,2021-11-22 00:00:00.000,2021-11-22 15:00:00.000,2021-11-22 16:00:00.000,71,50,2
10,2021-11-22 00:00:00.000,2021-11-22 16:00:00.000,2021-11-22 17:00:00.000,46,43,2
10,2021-11-22 00:00:00.000,2021-11-22 17:00:00.000,2021-11-22 18:00:00.000,65,55,2
10,2021-11-22 00:00:00.000,2021-11-22 18:00:00.000,2021-11-22 19:00:00.000,80,72,2
10,2021-11-22 00:00:00.000,2021-11-22 19:00:00.000,2021-11-22 20:00:00.000,99,89,3
10,2021-11-22 00:00:00.000,2021-11-22 20:00:00.000,2021-11-22 21:00:00.000,81,87,3
