date,shift,team,minimum,ideal,estimated
2025-04-12,T,A,2,3,3
2025-04-12,M,B,1,1,1
2025-04-12,T,B,1,2,2
2025-04-13,M,A,1,2,2
2025-04-13,T,A,1,2,2
2025-04-13,M,B,1,1,1
2025-04-13,T,B,1,1,1
2025-04-14,M,A,2,2,2
2025-04-14,T,A,2,2,2
2025-04-14,M,B,1,1,1
2025-04-14,T,B,1,1,1
2025-04-15,M,A,2,2,2
2025-04-15,T,A,2,2,2
2025-04-15,M,B,1,1,1
2025-04-15,T,B,1,1,1
2025-04-16,M,A,2,2,2
2025-04-16,T,A,2,2,2
2025-04-16,M,B,1,1,1
2025-04-16,T,B,1,1,1
2025-04-17,M,A,2,2,2
2025-04-17,T,A,2,2,2
2025-04-17,M,B,1,1,1
2025-04-17,T,B,1,1,1
2025-04-18,M,A,2,3,3
2025-04-18,T,A,2,3,3
2025-04-18,M,B,1,1,1
2025-04-18,T,B,1,2,2
2025-04-19,M,A,2,3,3
2025-04-19,T,A,2,3,3
2025-04-19,M,B,1,1,1
2025-04-19,T,B,1,2,2
2025-04-20,M,A,1,2,2
2025-04-20,T,A,1,2,2
2025-04-20,M,B,1,1,1
2025-04-20,T,B,1,1,1
2025-04-21,M,A,2,2,2
2025-04-21,T,A,2,2,2
2025-04-21,M,B,1,1,1
2025-04-21,T,B,1,1,1
2025-04-22,M,A,2,2,2
2025-04-22,T,A,2,2,2
2025-04-22,M,B,1,1,1
2025-04-22,T,B,1,1,1
2025-04-23,M,A,2,2,2
2025-04-23,T,A,2,2,2
2025-04-23,M,B,1,1,1
2025-04-23,T,B,1,1,1
2025-04-24,M,A,2,2,2
2025-04-24,T,A,2,2,2
2025-04-24,M,B,1,1,1
2025-04-24,T,B,1,1,1
2025-04-25,M,A,2,3,3
2025-04-25,T,A,2,3,3
2025-04-25,M,B,1,1,1
2025-04-25,T,B,1,2,2
2025-04-26,M,A,2,3,3
2025-04-26,T,A,2,3,3
2025-04-26,M,B,1,1,1
2025-04-26,T,B,1,2,2
2025-04-27,M,A,1,2,2
2025-04-27,T,A,1,2,2
2025-04-27,M,B,1,1,1
2025-04-27,T,B,1,1,1
2025-04-28,M,A,2,2,2
2025-04-28,T,A,2,2,2
2025-04-28,M,B,1,1,1
2025-04-28,T,B,1,1,1
2025-04-29,M,A,2,2,2
2025-04-29,T,A,2,2,2
2025-04-29,M,B,1,1,1
2025-04-29,T,B,1,1,1
2025-04-30,M,A,2,2,2
2025-04-30,T,A,2,2,2
2025-04-30,M,B,1,1,1
2025-04-30,T,B,1,1,1
2025-05-01,M,A,2,2,2
2025-05-01,T,A,2,2,2
2025-05-01,M,B,1,1,1
2025-05-01,T,B,1,1,1
2025-05-02,M,A,2,3,3
2025-05-02,T,A,2,3,3
2025-05-02,M,B,1,1,1
2025-05-02,T,B,1,2,2
2025-05-03,M,A,2,3,3
2025-05-03,T,A,2,3,3
2025-05-03,M,B,1,1,1
2025-05-03,T,B,1,2,2
2025-05-04,M,A,1,2,2
2025-05-04,T,A,1,2,2
2025-05-04,M,B,1,1,1
2025-05-04,T,B,1,1,1
2025-05-05,M,A,2,2,2
2025-05-05,T,A,2,2,2
2025-05-05,M,B,1,1,1
2025-05-05,T,B,1,1,1
2025-05-06,M,A,2,2,2
2025-05-06,T,A,2,2,2
2025-05-06,M,B,1,1,1
2025-05-06,T,B,1,1,1
2025-05-07,M,A,2,2,2
2025-05-07,T,A,2,2,2
2025-05-07,M,B,1,1,1
2025-05-07,T,B,1,1,1
2025-05-08,M,A,2,2,2
2025-05-08,T,A,2,2,2
2025-05-08,M,B,1,1,1
2025-05-08,T,B,1,1,1
2025-05-09,M,A,2,3,3
2025-05-09,T,A,2,3,3
2025-05-09,M,B,1,1,1
2025-05-09,T,B,1,2,2
2025-05-10,M,A,2,3,3
2025-05-10,T,A,2,3,3
2025-05-10,M,B,1,1,1
2025-05-10,T,B,1,2,2
2025-05-11,M,A,1,2,2
2025-05-11,T,A,1,2,2
2025-05-11,M,B,1,1,1
2025-05-11,T,B,1,1,1
2025-05-12,M,A,2,2,2
2025-05-12,T,A,2,2,2
2025-05-12,M,B,1,1,1
2025-05-12,T,B,1,1,1
2025-05-13,M,A,2,2,2
2025-05-13,T,A,2,2,2
2025-05-13,M,B,1,1,1
2025-05-13,T,B,1,1,1
2025-05-14,M,A,2,2,2
2025-05-14,T,A,2,2,2
2025-05-14,M,B,1,1,1
2025-05-14,T,B,1,1,1
2025-05-15,M,A,2,2,2
2025-05-15,T,A,2,2,2
2025-05-15,M,B,1,1,1
2025-05-15,T,B,1,1,1
2025-05-16,M,A,2,3,3
2025-05-16,T,A,2,3,3
2025-05-16,M,B,1,1,1
2025-05-16,T,B,1,2,2
2025-05-17,M,A,2,3,3
2025-05-17,T,A,2,3,3
2025-05-17,M,B,1,1,1
2025-05-17,T,B,1,2,2
2025-05-18,M,A,1,2,2
2025-05-18,T,A,1,2,2
2025-05-18,M,B,1,1,1
2025-05-18,T,B,1,1,1
2025-05-19,M,A,2,2,2
2025-05-19,T,A,2,2,2
2025-05-19,M,B,1,1,1
2025-05-19,T,B,1,1,1
2025-05-20,M,A,2,2,2
2025-05-20,T,A,2,2,2
2025-05-20,M,B,1,1,1
2025-05-20,T,B,1,1,1
2025-05-21,M,A,2,2,2
2025-05-21,T,A,2,2,2
2025-05-21,M,B,1,1,1
2025-05-21,T,B,1,1,1
2025-05-22,M,A,2,2,2
2025-05-22,T,A,2,2,2
2025-05-22,M,B,1,1,1
2025-05-22,T,B,1,1,1
2025-05-23,M,A,2,3,3
2025-05-23,T,A,2,3,3
2025-05-23,M,B,1,1,1
2025-05-23,T,B,1,2,2
2025-05-24,M,A,2,3,3
2025-05-24,T,A,2,3,3
2025-05-24,M,B,1,1,1
2025-05-24,T,B,1,2,2
2025-05-25,M,A,1,2,2
2025-05-25,T,A,1,2,2
2025-05-25,M,B,1,1,1
2025-05-25,T,B,1,1,1
2025-05-26,M,A,2,2,2
2025-05-26,T,A,2,2,2
2025-05-26,M,B,1,1,1
2025-05-26,T,B,1,1,1
2025-05-27,M,A,2,2,2
2025-05-27,T,A,2,2,2
2025-05-27,M,B,1,1,1
2025-05-27,T,B,1,1,1
2025-05-28,M,A,2,2,2
2025-05-28,T,A,2,2,2
2025-05-28,M,B,1,1,1
2025-05-28,T,B,1,1,1
2025-05-29,M,A,2,2,2
2025-05-29,T,A,2,2,2
2025-05-29,M,B,1,1,1
2025-05-29,T,B,1,1,1
2025-05-30,M,A,2,3,3
2025-05-30,T,A,2,3,3
2025-05-30,M,B,1,1,1
2025-05-30,T,B,1,2,2
2025-05-31,M,A,2,3,3
2025-05-31,T,A,2,3,3
2025-05-31,M,B,1,1,1
2025-05-31,T,B,1,2,2
2025-06-01,M,A,1,2,2
2025-06-01,T,A,1,2,2
2025-06-01,M,B,1,1,1
2025-06-01,T,B,1,1,1
2025-06-02,M,A,2,2,2
2025-06-02,T,A,2,2,2
2025-06-02,M,B,1,1,1
2025-06-02,T,B,1,1,1
2025-06-03,M,A,2,2,2
2025-06-03,T,A,2,2,2
2025-06-03,M,B,1,1,1
2025-06-03,T,B,1,1,1
2025-06-04,M,A,2,2,2
2025-06-04,T,A,2,2,2
2025-06-04,M,B,1,1,1
2025-06-04,T,B,1,1,1
2025-06-05,M,A,2,2,2
2025-06-05,T,A,2,2,2
2025-06-05,M,B,1,1,1
2025-06-05,T,B,1,1,1
2025-06-06,M,A,2,3,3
2025-06-06,T,A,2,3,3
2025-06-06,M,B,1,1,1
2025-06-06,T,B,1,2,2
2025-06-07,M,A,2,3,3
2025-06-07,T,A,2,3,3
2025-06-07,M,B,1,1,1
2025-06-07,T,B,1,2,2
2025-06-08,M,A,1,2,2
2025-06-08,T,A,1,2,2
2025-06-08,M,B,1,1,1
2025-06-08,T,B,1,1,1
2025-06-09,M,A,2,2,2
2025-06-09,T,A,2,2,2
2025-06-09,M,B,1,1,1
2025-06-09,T,B,1,1,1
2025-06-10,M,A,2,2,2
2025-06-10,T,A,2,2,2
2025-06-10,M,B,1,1,1
2025-06-10,T,B,1,1,1
2025-06-11,M,A,2,2,2
2025-06-11,T,A,2,2,2
2025-06-11,M,B,1,1,1
2025-06-11,T,B,1,1,1
2025-06-12,M,A,2,2,2
2025-06-12,T,A,2,2,2
2025-06-12,M,B,1,1,1
2025-06-12,T,B,1,1,1
2025-06-13,M,A,2,3,3
2025-06-13,T,A,2,3,3
2025-06-13,M,B,1,1,1
2025-06-13,T,B,1,2,2
2025-06-14,M,A,2,3,3
2025-06-14,T,A,2,3,3
2025-06-14,M,B,1,1,1
2025-06-14,T,B,1,2,2
2025-06-15,M,A,1,2,2
2025-06-15,T,A,1,2,2
2025-06-15,M,B,1,1,1
2025-06-15,T,B,1,1,1
2025-06-16,M,A,2,2,2
2025-06-16,T,A,2,2,2
2025-06-16,M,B,1,1,1
2025-06-16,T,B,1,1,1
2025-06-17,M,A,2,2,2
2025-06-17,T,A,2,2,2
2025-06-17,M,B,1,1,1
2025-06-17,T,B,1,1,1
2025-06-18,M,A,2,2,2
2025-06-18,T,A,2,2,2
2025-06-18,M,B,1,1,1
2025-06-18,T,B,1,1,1
2025-06-19,M,A,2,2,2
2025-06-19,T,A,2,2,2
2025-06-19,M,B,1,1,1
2025-06-19,T,B,1,1,1
2025-06-20,M,A,2,3,3
2025-06-20,T,A,2,3,3
2025-06-20,M,B,1,1,1
2025-06-20,T,B,1,2,2
2025-06-21,M,A,2,3,3
2025-06-21,T,A,2,3,3
2025-06-21,M,B,1,1,1
2025-06-21,T,B,1,2,2
2025-06-22,M,A,1,2,2
2025-06-22,T,A,1,2,2
2025-06-22,M,B,1,1,1
2025-06-22,T,B,1,1,1
2025-06-23,M,A,2,2,2
2025-06-23,T,A,2,2,2
2025-06-23,M,B,1,1,1
2025-06-23,T,B,1,1,1
2025-06-24,M,A,2,2,2
2025-06-24,T,A,2,2,2
2025-06-24,M,B,1,1,1
2025-06-24,T,B,1,1,1
2025-06-25,M,A,2,2,2
2025-06-25,T,A,2,2,2
2025-06-25,M,B,1,1,1
2025-06-25,T,B,1,1,1
2025-06-26,M,A,2,2,2
2025-06-26,T,A,2,2,2
2025-06-26,M,B,1,1,1
2025-06-26,T,B,1,1,1
2025-06-27,M,A,2,3,3
2025-06-27,T,A,2,3,3
2025-06-27,M,B,1,1,1
2025-06-27,T,B,1,2,2
2025-06-28,M,A,2,3,3
2025-06-28,T,A,2,3,3
2025-06-28,M,B,1,1,1
2025-06-28,T,B,1,2,2
2025-06-29,M,A,1,2,2
2025-06-29,T,A,1,2,2
2025-06-29,M,B,1,1,1
2025-06-29,T,B,1,1,1
2025-06-30,M,A,2,2,2
2025-06-30,T,A,2,2,2
2025-06-30,M,B,1,1,1
2025-06-30,T,B,1,1,1
2025-07-01,M,A,2,2,2
2025-07-01,T,A,2,2,2
2025-07-01,M,B,1,1,1
2025-07-01,T,B,1,1,1
2025-07-02,M,A,2,2,2
2025-07-02,T,A,2,2,2
2025-07-02,M,B,1,1,1
2025-07-02,T,B,1,1,1
2025-07-03,M,A,2,2,2
2025-07-03,T,A,2,2,2
2025-07-03,M,B,1,1,1
2025-07-03,T,B,1,1,1
2025-07-04,M,A,2,3,3
2025-07-04,T,A,2,3,3
2025-07-04,M,B,1,1,1
2025-07-04,T,B,1,2,2
2025-07-05,M,A,2,3,3
2025-07-05,T,A,2,3,3
2025-07-05,M,B,1,1,1
2025-07-05,T,B,1,2,2
2025-07-06,M,A,1,2,2
2025-07-06,T,A,1,2,2
2025-07-06,M,B,1,1,1
2025-07-06,T,B,1,1,1
2025-07-07,M,A,2,2,2
2025-07-07,T,A,2,2,2
2025-07-07,M,B,1,1,1
2025-07-07,T,B,1,1,1
2025-07-08,M,A,2,2,2
2025-07-08,T,A,2,2,2
2025-07-08,M,B,1,1,1
2025-07-08,T,B,1,1,1
2025-07-09,M,A,2,2,2
2025-07-09,T,A,2,2,2
2025-07-09,M,B,1,1,1
2025-07-09,T,B,1,1,1
2025-07-10,M,A,2,2,2
2025-07-10,T,A,2,2,2
2025-07-10,M,B,1,1,1
2025-07-10,T,B,1,1,1
2025-07-11,M,A,2,3,3
2025-07-11,T,A,2,3,3
2025-07-11,M,B,1,1,1
2025-07-11,T,B,1,2,2
2025-07-12,M,A,2,3,3
2025-07-12,T,A,2,3,3
2025-07-12,M,B,1,1,1
2025-07-12,T,B,1,2,2
2025-07-13,M,A,1,2,2
2025-07-13,T,A,1,2,2
2025-07-13,M,B,1,1,1
2025-07-13,T,B,1,1,1
2025-07-14,M,A,2,2,2
2025-07-14,T,A,2,2,2
2025-07-14,M,B,1,1,1
2025-07-14,T,B,1,1,1
2025-07-15,M,A,2,2,2
2025-07-15,T,A,2,2,2
2025-07-15,M,B,1,1,1
2025-07-15,T,B,1,1,1
2025-07-16,M,A,2,2,2
2025-07-16,T,A,2,2,2
2025-07-16,M,B,1,1,1
2025-07-16,T,B,1,1,1
2025-07-17,M,A,2,2,2
2025-07-17,T,A,2,2,2
2025-07-17,M,B,1,1,1
2025-07-17,T,B,1,1,1
2025-07-18,M,A,2,3,3
2025-07-18,T,A,2,3,3
2025-07-18,M,B,1,1,1
2025-07-18,T,B,1,2,2
2025-07-19,M,A,2,3,3
2025-07-19,T,A,2,3,3
2025-07-19,M,B,1,1,1
2025-07-19,T,B,1,2,2
2025-07-20,M,A,1,2,2
2025-07-20,T,A,1,2,2
2025-07-20,M,B,1,1,1
2025-07-20,T,B,1,1,1
2025-07-21,M,A,2,2,2
2025-07-21,T,A,2,2,2
2025-07-21,M,B,1,1,1
2025-07-21,T,B,1,1,1
2025-07-22,M,A,2,2,2
2025-07-22,T,A,2,2,2
2025-07-22,M,B,1,1,1
2025-07-22,T,B,1,1,1
2025-07-23,M,A,2,2,2
2025-07-23,T,A,2,2,2
2025-07-23,M,B,1,1,1
2025-07-23,T,B,1,1,1
2025-07-24,M,A,2,2,2
2025-07-24,T,A,2,2,2
2025-07-24,M,B,1,1,1
2025-07-24,T,B,1,1,1
2025-07-25,M,A,2,3,3
